"Date","Price","Open","High","Low","Vol.","Change %"
"23/08/2023","5,518.96","5,531.95","5,553.31","5,501.54","66.22M","0.10%"
"22/08/2023","5,513.62","5,502.82","5,550.77","5,499.05","70.33M","0.62%"
"21/08/2023","5,479.73","5,456.64","5,524.79","5,456.64","67.25M","0.45%"
"18/08/2023","5,455.34","5,456.78","5,461.84","5,403.64","88.51M","-0.43%"
"17/08/2023","5,479.00","5,505.56","5,529.14","5,473.32","82.56M","-0.93%"
"16/08/2023","5,530.51","5,520.19","5,560.47","5,516.95","69.84M","-0.12%"
"15/08/2023","5,537.00","5,601.26","5,602.93","5,514.35","71.00M","-1.06%"
"14/08/2023","5,596.27","5,579.37","5,613.04","5,567.79","75.88M","0.11%"
"11/08/2023","5,590.14","5,630.51","5,641.89","5,575.13","87.29M","-1.27%"
"10/08/2023","5,662.10","5,618.72","5,685.23","5,615.56","90.38M","1.46%"
"09/08/2023","5,580.86","5,603.68","5,624.77","5,577.41","89.00M","0.68%"
"08/08/2023","5,543.32","5,543.18","5,583.95","5,506.83","97.21M","-0.65%"
"07/08/2023","5,579.85","5,557.19","5,586.56","5,542.12","74.30M","0.08%"
"04/08/2023","5,575.64","5,554.76","5,582.03","5,523.47","110.61M","0.72%"
"03/08/2023","5,535.81","5,533.65","5,545.17","5,502.83","120.01M","-0.71%"
"02/08/2023","5,575.64","5,575.91","5,621.81","5,555.33","129.07M","-1.24%"
"01/08/2023","5,645.49","5,696.32","5,710.32","5,643.09","113.90M","-1.16%"
"31/07/2023","5,711.64","5,699.15","5,731.75","5,690.99","126.21M","0.18%"
"28/07/2023","5,701.20","5,675.25","5,716.60","5,653.52","211.99M","0.11%"
"27/07/2023","5,694.87","5,616.92","5,705.56","5,606.88","130.62M","1.89%"
"26/07/2023","5,589.36","5,620.82","5,624.44","5,541.74","108.31M","-1.18%"
"25/07/2023","5,656.09","5,682.24","5,682.24","5,645.44","93.15M","-0.16%"
"24/07/2023","5,665.29","5,646.92","5,671.15","5,637.64","75.80M","-0.02%"
"21/07/2023","5,666.50","5,634.40","5,666.50","5,627.88","85.85M","0.62%"
"20/07/2023","5,631.40","5,574.03","5,636.05","5,573.32","89.37M","0.69%"
"19/07/2023","5,592.57","5,620.87","5,631.59","5,586.59","79.03M","0.17%"
"18/07/2023","5,583.29","5,551.93","5,588.41","5,551.38","76.86M","0.41%"
"17/07/2023","5,560.68","5,576.56","5,590.92","5,545.76","65.61M","-1.08%"
"14/07/2023","5,621.24","5,609.80","5,643.71","5,609.80","74.10M","0.01%"
"13/07/2023","5,620.88","5,603.31","5,649.00","5,595.76","97.95M","0.50%"
"12/07/2023","5,593.04","5,522.27","5,603.53","5,514.40","125.21M","1.58%"
"11/07/2023","5,505.90","5,473.23","5,524.19","5,469.84","73.83M","1.06%"
"10/07/2023","5,448.14","5,403.53","5,469.47","5,403.53","69.30M","0.42%"
"07/07/2023","5,425.22","5,409.08","5,452.64","5,379.79","93.22M","0.48%"
"06/07/2023","5,399.41","5,515.80","5,515.80","5,386.99","126.09M","-3.04%"
"05/07/2023","5,568.79","5,574.30","5,597.45","5,557.01","97.96M","-0.78%"
"04/07/2023","5,612.55","5,628.38","5,634.07","5,611.99","71.06M","-0.20%"
"03/07/2023","5,623.65","5,645.43","5,654.01","5,623.65","94.16M","-0.17%"
"30/06/2023","5,633.38","5,590.40","5,647.72","5,589.37","130.08M","1.12%"
"29/06/2023","5,570.72","5,562.54","5,597.08","5,553.19","104.20M","0.37%"
"28/06/2023","5,550.35","5,538.38","5,554.88","5,521.49","92.71M","1.03%"
"27/06/2023","5,493.69","5,495.25","5,509.28","5,453.32","89.83M","0.42%"
"26/06/2023","5,470.71","5,466.74","5,485.56","5,414.33","100.01M","0.25%"
"23/06/2023","5,457.26","5,462.54","5,480.79","5,431.81","91.76M","-0.64%"
"22/06/2023","5,492.31","5,487.50","5,494.69","5,448.68","86.90M","-0.75%"
"21/06/2023","5,533.58","5,543.52","5,560.84","5,523.61","81.57M","-0.45%"
"20/06/2023","5,558.37","5,565.98","5,580.02","5,549.55","91.93M","-0.34%"
"19/06/2023","5,577.13","5,616.02","5,616.02","5,568.44","83.11M","-1.08%"
"16/06/2023","5,638.02","5,584.46","5,649.14","5,573.85","248.72M","1.25%"
"15/06/2023","5,568.25","5,579.76","5,586.07","5,535.06","100.32M","-0.52%"
"14/06/2023","5,597.15","5,567.86","5,618.92","5,566.03","117.30M","0.53%"
"13/06/2023","5,567.39","5,566.43","5,577.61","5,533.26","103.85M","0.54%"
"12/06/2023","5,537.55","5,537.73","5,561.69","5,527.94","105.48M","0.51%"
"09/06/2023","5,509.51","5,521.70","5,527.89","5,490.10","91.12M","-0.10%"
"08/06/2023","5,515.21","5,493.92","5,525.85","5,485.82","86.02M","0.28%"
"07/06/2023","5,499.57","5,494.46","5,518.12","5,475.16","89.43M","-0.07%"
"06/06/2023","5,503.39","5,486.62","5,511.41","5,476.56","88.31M","0.15%"
"05/06/2023","5,495.25","5,564.78","5,564.78","5,489.65","92.26M","-0.92%"
"02/06/2023","5,546.20","5,478.78","5,551.85","5,477.85","117.56M","1.85%"
"01/06/2023","5,445.63","5,445.07","5,468.99","5,410.29","89.21M","0.59%"
"31/05/2023","5,413.50","5,435.58","5,475.55","5,402.92","300.78M","-1.50%"
"30/05/2023","5,496.01","5,547.63","5,559.62","5,486.26","97.46M","-1.24%"
"29/05/2023","5,564.79","5,601.34","5,604.15","5,556.46","50.49M","-0.20%"
"26/05/2023","5,576.14","5,531.85","5,587.98","5,495.29","92.30M","1.19%"
"25/05/2023","5,510.50","5,521.60","5,532.74","5,488.59","94.02M","-0.37%"
"24/05/2023","5,531.05","5,559.75","5,568.32","5,509.33","116.67M","-1.70%"
"23/05/2023","5,626.88","5,677.27","5,683.28","5,626.79","101.93M","-1.24%"
"22/05/2023","5,697.38","5,689.07","5,707.12","5,677.85","97.85M","-0.16%"
"19/05/2023","5,706.55","5,690.61","5,729.86","5,685.68","114.95M","0.58%"
"18/05/2023","5,673.55","5,669.99","5,699.20","5,657.65","106.30M","0.64%"
"17/05/2023","5,637.59","5,620.74","5,653.49","5,602.69","116.66M","-0.08%"
"16/05/2023","5,641.86","5,634.81","5,659.11","5,621.86","96.89M","-0.18%"
"15/05/2023","5,651.76","5,669.20","5,677.34","5,636.23","80.57M","0.06%"
"12/05/2023","5,648.51","5,654.68","5,682.29","5,635.02","94.84M","0.42%"
"11/05/2023","5,625.02","5,627.87","5,665.33","5,591.05","102.67M","0.26%"
"10/05/2023","5,610.38","5,640.44","5,649.46","5,593.73","116.41M","-0.45%"
"09/05/2023","5,635.61","5,646.01","5,651.25","5,607.09","102.07M","-0.60%"
"08/05/2023","5,669.37","5,660.15","5,680.48","5,650.97","85.05M","0.12%"
"05/05/2023","5,662.64","5,628.19","5,665.40","5,604.39","150.52M","1.24%"
"04/05/2023","5,593.54","5,626.49","5,634.45","5,576.09","151.82M","-0.88%"
"03/05/2023","5,643.15","5,646.62","5,671.01","5,636.90","109.98M","0.29%"
"02/05/2023","5,627.00","5,691.04","5,718.07","5,620.89","136.52M","-1.43%"
"28/04/2023","5,708.60","5,707.84","5,713.87","5,639.77","136.12M","0.22%"
"27/04/2023","5,696.30","5,674.07","5,713.97","5,667.46","125.02M","0.22%"
"26/04/2023","5,683.63","5,701.23","5,710.23","5,654.22","140.68M","-0.79%"
"25/04/2023","5,728.73","5,727.54","5,735.98","5,708.37","120.59M","-0.58%"
"24/04/2023","5,762.44","5,742.31","5,768.90","5,742.31","98.13M","-0.04%"
"21/04/2023","5,764.67","5,745.96","5,764.67","5,720.21","120.87M","0.45%"
"20/04/2023","5,738.60","5,744.35","5,747.00","5,715.92","113.33M","-0.22%"
"19/04/2023","5,751.06","5,739.33","5,757.86","5,724.63","108.68M","0.17%"
"18/04/2023","5,741.07","5,723.58","5,760.39","5,723.58","123.55M","0.45%"
"17/04/2023","5,715.47","5,738.72","5,754.53","5,715.19","111.94M","-0.19%"
"14/04/2023","5,726.35","5,713.20","5,737.08","5,706.54","118.03M","0.49%"
"13/04/2023","5,698.62","5,676.80","5,702.61","5,676.80","104.39M","1.05%"
"12/04/2023","5,639.51","5,639.08","5,687.61","5,626.75","119.96M","0.10%"
"11/04/2023","5,633.98","5,628.99","5,643.95","5,621.68","115.46M","0.87%"
"06/04/2023","5,585.33","5,584.55","5,597.72","5,576.14","100.02M","0.18%"
"05/04/2023","5,575.44","5,602.45","5,610.19","5,563.01","125.15M","-0.41%"
"04/04/2023","5,598.48","5,623.51","5,641.80","5,598.25","103.67M","-0.03%"
"03/04/2023","5,600.36","5,601.02","5,613.33","5,591.44","111.74M","0.26%"
"31/03/2023","5,585.64","5,551.74","5,599.87","5,543.11","130.31M","0.74%"
"30/03/2023","5,544.78","5,513.25","5,564.29","5,513.00","126.86M","1.13%"
"29/03/2023","5,482.67","5,447.19","5,493.21","5,435.04","126.01M","1.38%"
