"Date","Price","Open","High","Low","Vol.","Change %"
"21/08/2019","5,163.1548","4,998.2310","5,163.1548","4,992.2881","4.20K","3.33%"
"20/08/2019","4,996.7456","4,998.2310","5,075.4927","4,978.9160","5.39K","-0.12%"
"19/08/2019","5,002.6885","4,955.1431","5,002.6885","4,941.7710","5.05K","2.06%"
"16/08/2019","4,901.6543","4,885.3105","4,910.5688","4,834.7930","7.55K","1.04%"
"15/08/2019","4,851.1372","4,931.3701","4,955.1431","4,790.2192","6.80K","-1.27%"
"14/08/2019","4,913.5405","5,100.7515","5,100.7515","4,900.1685","5.84K","-3.28%"
"13/08/2019","5,079.9502","5,051.7202","5,148.2969","4,996.7456","5.40K","0.26%"
"12/08/2019","5,066.5781","5,136.4106","5,203.2715","5,066.5781","3.26K","-0.76%"
"09/08/2019","5,105.2090","5,167.6123","5,194.3569","5,105.2090","3.91K","-1.60%"
"08/08/2019","5,188.4136","5,221.1011","5,222.5869","5,105.2090","5.01K","1.72%"
"07/08/2019","5,100.7515","5,087.3794","5,203.2715","5,060.6348","6.36K","1.00%"
"06/08/2019","5,050.2344","5,074.0068","5,124.5244","5,047.2627","7.83K","-0.85%"
"05/08/2019","5,093.3223","5,200.2998","5,200.2998","5,062.1206","7.83K","-2.39%"
"02/08/2019","5,218.1294","5,348.8799","5,348.8799","5,218.1294","7.37K","-5.08%"
"01/08/2019","5,497.4600","5,374.1387","5,497.4600","5,371.1670","4.01K","1.29%"
"31/07/2019","5,427.6274","5,438.0278","5,504.8892","5,383.0532","9.73K","-0.60%"
"30/07/2019","5,460.3149","5,567.2925","5,570.2642","5,399.3970","8.00K","-1.97%"
"29/07/2019","5,570.2642","5,487.0596","5,629.6963","5,435.0566","5.39K","1.63%"
"26/07/2019","5,481.1162","5,497.4600","5,556.8921","5,396.4258","11.78K","0.05%"
"25/07/2019","5,478.1445","5,698.0430","5,807.9922","5,445.4570","12.16K","-5.39%"
"24/07/2019","5,790.1626","5,831.7651","5,876.3389","5,770.8472","5.12K","-0.54%"
"23/07/2019","5,821.3643","5,757.4751","5,852.5664","5,757.4751","4.62K","1.42%"
"22/07/2019","5,739.6455","5,718.8442","5,739.6455","5,693.5854","3.11K","0.34%"
"19/07/2019","5,720.3301","5,684.6709","5,767.8755","5,654.9546","4.69K","0.86%"
"18/07/2019","5,671.2988","5,698.0430","5,706.9580","5,644.5542","4.04K","-1.29%"
"17/07/2019","5,745.5884","5,889.7114","5,931.3135","5,745.5884","5.16K","-2.40%"
"16/07/2019","5,886.7397","5,816.9072","5,900.1118","5,790.1626","3.74K","1.56%"
"15/07/2019","5,796.1060","5,779.7622","5,830.2793","5,761.9326","3.90K","0.31%"
"12/07/2019","5,778.2764","5,699.5288","5,819.8784","5,699.5288","4.67K","1.04%"
"11/07/2019","5,718.8442","5,760.4468","5,775.3047","5,696.5571","4.65K","-0.80%"
"10/07/2019","5,764.9038","5,702.5005","5,766.3896","5,669.8130","4.37K","0.88%"
"09/07/2019","5,714.3867","5,709.9292","5,735.1880","5,640.0967","5.17K","-0.10%"
"08/07/2019","5,720.3301","5,674.2700","5,739.6455","5,660.8979","5.01K","0.63%"
"05/07/2019","5,684.6709","5,715.8726","5,720.3301","5,654.9546","3.98K","-0.62%"
"04/07/2019","5,720.3301","5,705.4722","5,736.6738","5,650.4976","3.01K","0.68%"
"03/07/2019","5,681.6992","5,579.1792","5,701.0146","5,579.1792","6.15K","2.11%"
"02/07/2019","5,564.3208","5,601.4658","5,601.4658","5,534.6050","4.33K","-0.21%"
"01/07/2019","5,576.2075","5,573.2358","5,631.1821","5,539.0625","4.67K","2.09%"
"28/06/2019","5,461.8008","5,311.7349","5,461.8008","5,293.9053","7.03K","2.91%"
"27/06/2019","5,307.2778","5,305.7920","5,341.4512","5,264.1895","4.87K","0.76%"
"26/06/2019","5,267.1611","5,317.6782","5,341.4512","5,264.1895","5.79K","-1.25%"
"25/06/2019","5,334.0220","5,311.7349","5,383.0532","5,311.7349","7.53K","-0.06%"
"24/06/2019","5,336.9937","5,348.8799","5,415.7412","5,310.2490","5.44K","-0.14%"
"21/06/2019","5,344.4224","5,341.4512","5,397.9116","5,308.7632","13.22K","0.11%"
"20/06/2019","5,338.4795","5,423.1699","5,470.7158","5,329.5645","8.02K","-0.88%"
"19/06/2019","5,386.0249","5,412.7695","5,509.3462","5,386.0249","7.62K","-0.47%"
"18/06/2019","5,411.2837","5,280.5332","5,455.8574","5,249.3315","9.25K","1.93%"
"17/06/2019","5,308.7632","5,311.7349","5,348.8799","5,241.9023","4.55K","-0.03%"
