NVDA,SPY
59.741241455078125,304.1135559082031
58.7850227355957,301.81072998046875
59.03154754638672,302.96209716796875
59.74622344970703,302.1103210449219
59.858272552490234,303.7204284667969
60.51567840576172,305.7798156738281
60.83940124511719,304.89984130859375
62.74684524536133,306.996826171875
61.57648849487305,306.5286560058594
61.15066146850586,307.22137451171875
61.987361907958984,309.77703857421875
62.07451248168945,310.7411804199219
61.74083709716797,310.1327209472656
62.28120040893555,310.17022705078125
62.96597671508789,310.52587890625
62.373321533203125,307.764404296875
59.81344985961914,302.8310852050781
61.748294830322266,306.00457763671875
61.1431999206543,305.7517395019531
61.21043014526367,306.7439880371094
58.874664306640625,301.17413330078125
59.8458251953125,303.4114685058594
61.53913116455078,308.0358581542969
62.44304275512695,311.59307861328125
63.31211471557617,312.64154052734375
62.64973831176758,310.9751892089844
65.48352813720703,313.2967529296875
66.70868682861328,313.8397216796875
67.8666000366211,315.8617248535156
67.42833709716797,315.5246887207031
72.1621322631836,316.0302429199219
73.8504409790039,315.2158203125
78.36509704589844,316.7229309082031
76.87100219726562,315.4217834472656
73.22789764404297,312.1734313964844
68.05088806152344,301.820068359375
65.25444030761719,292.6742858886719
66.64892578125,291.5977478027344
62.93886184692383,278.5015563964844
67.29176330566406,277.3315124511719
68.87645721435547,289.3417663574219
66.25025177001953,281.0572204589844
70.88970184326172,292.870849609375
68.09407806396484,283.1353454589844
66.28764343261719,278.4547424316406
61.15485382080078,256.708984375
65.05177307128906,269.9924011230469
61.41149139404297,256.8307189941406
53.89669418334961,232.2578582763672
60.00868606567383,252.11270141601562
48.93583297729492,224.52561950683594
54.135894775390625,236.64817810058594
50.53546905517578,224.66600036621094
53.06447982788086,225.14346313476562
51.26552200317383,215.44102478027344
52.99473190307617,209.93263244628906
62.08672332763672,228.9531707763672
61.19969940185547,232.38064575195312
64.0949935913086,245.9493408203125
62.971256256103516,238.62355041503906
66.17550659179688,246.37306213378906
65.67967987060547,242.70074462890625
60.5643424987793,231.77801513671875
63.65396499633789,237.12640380859375
60.77363204956055,233.6989288330078
66.87565612792969,249.39556884765625
64.54100799560547,249.6498565673828
66.51437377929688,258.03021240234375
65.51773071289062,261.9568176269531
67.2369613647461,259.5650634765625
70.75016021728516,267.2203674316406
69.97525024414062,261.54241943359375
73.42867279052734,262.8041687011719
72.83565521240234,269.9039611816406
71.5225601196289,265.14886474609375
67.15223693847656,257.0979919433594
71.2983169555664,262.8041687011719
70.76510620117188,262.7853088378906
72.15544891357422,266.4482116699219
74.02168273925781,270.2900085449219
72.59647369384766,269.04705810546875
74.36553192138672,276.09033203125
72.8257064819336,273.519775390625
70.45864868164062,266.2786865234375
72.57903289794922,267.0132141113281
73.18948364257812,269.4802551269531
74.19859313964844,267.65350341796875
75.9626693725586,270.88323974609375
77.86380004882812,275.3652648925781
80.38534545898438,275.4217529296875
77.7641372680664,269.9322509765625
77.53988647460938,265.1582336425781
80.0364990234375,268.3314208984375
84.62361145019531,269.56494140625
87.2099380493164,277.77581787109375
87.76060485839844,274.9227600097656
89.40009307861328,279.5931701660156
87.45911407470703,277.6628723144531
89.96070098876953,278.1900939941406
86.88602447509766,281.6176452636719
84.96746826171875,285.8077697753906
84.58625793457031,285.2804870605469
88.45825958251953,286.5516662597656
87.76808166503906,287.7098693847656
87.95743560791016,290.09210205078125
87.40180206298828,293.9527587890625
87.41178894042969,293.18060302734375
88.94232940673828,300.6947326660156
87.79566955566406,304.329345703125
90.19869995117188,302.0600891113281
93.3969497680664,300.37457275390625
87.70841217041016,283.0582275390625
89.06697845458984,286.44805908203125
91.47251892089844,289.1222839355469
90.42304992675781,294.68719482421875
92.09322357177734,293.4631042480469
91.91374206542969,293.57611083984375
92.34497833251953,291.8983459472656
94.99231719970703,293.7709045410156
94.22703552246094,295.123291015625
92.08822631835938,287.5950927734375
94.62586975097656,290.6783142089844
91.28557586669922,283.7742614746094
91.73426055908203,287.9450988769531
94.70316314697266,291.633544921875
95.02471923828125,293.6763610839844
95.84483337402344,295.2935791015625
98.10829162597656,299.85211181640625
98.43235778808594,296.75958251953125
101.86490631103516,299.0293273925781
104.78643035888672,297.32696533203125
104.48979949951172,300.36285400390625
100.23211669921875,297.76202392578125
103.47024536132812,301.62066650390625
101.9770736694336,304.39178466796875
101.05476379394531,303.3893127441406
101.7203140258789,304.2688293457031
104.80389404296875,306.7278137207031
102.9866714477539,307.38037109375
104.08597564697266,309.1299743652344
101.00489044189453,305.4415588378906
101.65052795410156,303.4743957519531
103.91397094726562,305.6875
101.85993194580078,303.7486877441406
104.35269927978516,307.4844055175781
105.83340454101562,306.3873291015625
105.84088134765625,308.8084716796875
109.78445434570312,310.9553527832031
111.95317840576172,312.15643310546875
112.54147338867188,314.0951843261719
113.0275650024414,316.1948547363281
111.67149353027344,316.42181396484375
111.3274917602539,317.3675537109375
108.18658447265625,314.747802734375
114.0720443725586,319.13616943359375
114.09945678710938,318.5592041015625
115.30596923828125,318.5686340332031
123.01364135742188,319.5806884765625
122.25334167480469,320.2711181640625
121.03437805175781,318.9375305175781
121.05931091308594,319.93060302734375
126.46864318847656,321.0654296875
126.83507537841797,324.3189392089844
127.13169860839844,325.4537048339844
127.3610610961914,328.7166442871094
125.91773223876953,329.4354248046875
131.0977325439453,331.5633850097656
133.35867309570312,330.36236572265625
137.8520050048828,333.4738464355469
143.09341430664062,338.29718017578125
129.81785583496094,326.6549072265625
125.8980484008789,323.9879150390625
118.82142639160156,315.13555908203125
126.8206558227539,321.35870361328125
122.79859161376953,315.7786865234375
121.32990264892578,315.9394836425781
128.3890838623047,320.1007385253906
129.57351684570312,321.718017578125
124.82083892822266,320.4412841796875
124.31216430664062,317.6229553222656
121.57677459716797,313.96624755859375
124.84828186035156,310.47186279296875
126.05015563964844,313.6338806152344
120.92346954345703,306.36041259765625
123.16016387939453,307.1770324707031
128.40403747558594,312.14312744140625
130.01239013671875,317.32757568359375
131.91493225097656,315.59942626953125
134.95452880859375,317.9922790527344
135.7923583984375,320.0338134765625
130.2841339111328,316.9952392578125
136.07167053222656,322.6165466308594
137.0092010498047,318.0303039550781
139.27830505371094,323.5661315917969
138.02903747558594,326.4337158203125
137.27099609375,329.34881591796875
141.89149475097656,334.64727783203125
142.11346435546875,332.4632873535156
140.58740234375,330.374267578125
139.33816528320312,329.9660339355469
137.75721740722656,329.7666320800781
134.62786865234375,324.7530822753906
136.10154724121094,326.05389404296875
134.89715576171875,325.43670654296875
133.263916015625,327.2218322753906
135.5504608154297,328.3326721191406
131.07212829589844,322.2652282714844
133.62049865722656,321.15423583984375
125.94293212890625,310.1775817871094
129.90264892578125,313.33001708984375
125.01534271240234,310.0635681152344
125.48162841796875,313.5389709472656
129.85777282714844,319.07470703125
137.585205078125,326.205810546875
141.23326110839844,332.5677185058594
145.24282836914062,332.49176025390625
135.9544219970703,336.669677734375
127.36922454833984,336.17608642578125
133.83245849609375,338.6733093261719
134.2189483642578,335.3879089355469
132.62559509277344,340.0311584472656
134.80239868164062,344.275634765625
133.8748016357422,342.4239807128906
133.93963623046875,338.3030090332031
134.0543670654297,339.72735595703125
130.5384979248047,337.40087890625
131.0596466064453,339.4234313964844
129.2418670654297,344.892822265625
132.00474548339844,344.361083984375
132.26902770996094,345.3200988769531
133.66786193847656,343.7913513183594
133.5531768798828,347.551513671875
135.09420776367188,348.28265380859375
133.65249633789062,348.187744140625
135.27125549316406,351.18829345703125
135.75514221191406,350.4666442871094
133.1935577392578,351.4921569824219
129.0106658935547,348.33966064453125
129.42471313476562,348.2256774902344
129.8337860107422,347.8173522949219
132.78199768066406,346.2601013183594
133.29830932617188,350.94146728515625
132.12103271484375,351.4921569824219
133.10626220703125,353.4576416015625
132.4153289794922,352.0464172363281
133.0164337158203,350.7876281738281
132.47769165039062,350.1964416503906
129.79388427734375,350.5111389160156
129.63925170898438,351.8747253417969
128.703857421875,354.8976135253906
129.13540649414062,354.22052001953125
131.15573120117188,354.7259521484375
130.25030517578125,356.52825927734375
130.83395385742188,351.67449951171875
133.73977661132812,354.0965576171875
125.85543823242188,356.21356201171875
133.1337127685547,361.5059509277344
132.46270751953125,363.56573486328125
135.9022979736328,361.1150207519531
134.5379180908203,361.1913146972656
135.0068817138672,362.1639404296875
131.69949340820312,360.89569091796875
128.2998046875,358.2637634277344
129.9534912109375,361.076904296875
133.3506622314453,366.07373046875
138.35665893554688,366.40740966796875
136.81021118164062,365.1105651855469
136.21910095214844,366.5504455566406
134.0440673828125,365.9783020019531
128.8809814453125,357.03369140625
130.2104034423828,360.10430908203125
129.59933471679688,352.8950500488281
132.06613159179688,358.76922607421875
135.2562713623047,363.84222412109375
134.99441528320312,364.12835693359375
136.32884216308594,368.2669372558594
135.59800720214844,369.7164001464844
144.05604553222656,372.386474609375
142.3051300048828,372.1385192871094
147.3035888671875,371.9764099121094
152.15745544433594,372.5771789550781
149.26905822753906,374.4176330566406
152.95057678222656,374.0933532714844
148.71780395507812,374.1792907714844
147.94960021972656,372.5867004394531
148.92237854003906,371.9287109375
143.22796630859375,369.0679626464844
141.09536743164062,369.51617431640625
144.65716552734375,373.5879211425781
132.76953125,364.5860900878906
136.83018493652344,362.7074890136719
138.09976196289062,371.4996032714844
133.75474548339844,368.6007080078125
127.75357055664062,363.7183532714844
123.41852569580078,359.2173767089844
124.32894134521484,365.8258056640625
115.66636657714844,364.00439453125
124.95819091796875,369.20147705078125
124.43921661376953,371.4996032714844
129.6814727783203,375.26629638671875
128.30914306640625,375.7716979980469
131.6551055908203,378.0126647949219
132.65313720703125,377.5358581542969
133.1521759033203,378.82318115234375
126.97677612304688,373.3114013671875
128.2068634033203,372.6206970214844
131.60523986816406,375.5960388183594
130.45245361328125,372.63983154296875
126.18331146240234,370.7455749511719
125.10791778564453,372.8311462402344
128.14198303222656,378.83941650390625
129.22987365722656,378.64794921875
128.46633911132812,377.6434631347656
133.22206115722656,379.17413330078125
137.8479766845703,383.2689514160156
139.60208129882812,388.7700500488281
138.3445587158203,388.5404052734375
141.15902709960938,388.989990234375
142.89064025878906,390.83648681640625
143.7190399169922,393.677978515625
151.79324340820312,393.8214111328125
156.4890594482422,394.9886169433594
152.471923828125,393.63970947265625
161.0576629638672,397.8683776855469
158.8145294189453,399.19818115234375
153.31776428222656,397.2369079589844
151.41648864746094,394.3285217285156
153.30528259277344,398.0596923828125
148.21275329589844,394.42413330078125
152.35464477539062,398.70068359375
154.47799682617188,399.5330505371094
153.5173797607422,399.4469299316406
152.4694366455078,399.33209228515625
152.94847106933594,401.87701416015625
149.80218505859375,399.23638916015625
148.0780029296875,400.0975036621094
143.23248291015625,397.6291809082031
144.3029022216797,397.7535400390625
144.9466552734375,400.92987060546875
147.83348083496094,403.8477478027344
142.37911987304688,399.8487243652344
142.7833709716797,396.2801818847656
137.31654357910156,387.8611145019531
136.38584899902344,392.5202941894531
142.152099609375,398.5476379394531
141.37860107421875,397.53350830078125
139.88400268554688,394.1083984375
140.383056640625,393.07525634765625
145.83985900878906,397.3039245605469
149.62498474121094,396.9786376953125
155.8153533935547,401.02557373046875
156.17218017578125,400.1357421875
156.69363403320312,400.92987060546875
154.5778045654297,401.1402893066406
162.12806701660156,401.85784912109375
162.32762145996094,401.50390625
167.45509338378906,402.1352844238281
169.36639404296875,400.642822265625
175.4395294189453,404.30706787109375
175.84622192382812,403.914794921875
174.22940063476562,404.0008544921875
173.2834930419922,403.3982238769531
173.94985961914062,405.2733154296875
177.94546508789062,405.9430236816406
179.87713623046875,406.8518981933594
177.57861328125,406.10565185546875
177.79571533203125,403.8382263183594
186.25112915039062,403.7043151855469
186.06643676757812,398.2581787109375
183.9551239013672,403.9595947265625
188.5421600341797,406.1192321777344
190.24424743652344,405.62982177734375
191.7241973876953,408.02935791015625
189.98220825195312,409.4787902832031
199.50576782226562,410.3041687011719
199.9225311279297,410.52496337890625
199.68045043945312,410.8704528808594
201.77188110351562,413.1452941894531
204.5171356201172,416.3032531738281
206.62850952148438,415.5449523925781
203.36659240722656,417.0134582519531
198.68466186523438,413.61566162109375
200.15716552734375,418.0308837890625
204.7716827392578,419.5283203125
202.15121459960938,418.09814453125
198.07322692871094,418.7220153808594
189.33584594726562,417.2918395996094
181.29721069335938,414.01885986328125
187.47402954101562,407.9045715332031
185.79940795898438,413.75
193.76564025878906,417.0998840332031
195.60250854492188,417.9732666015625
195.24313354492188,422.2734375
192.60768127441406,423.3100891113281
191.74917602539062,421.3808288574219
194.69407653808594,421.2079772949219
196.28134155273438,422.9548645019531
194.65414428710938,420.9008483886719
197.1598358154297,420.01776123046875
197.8086700439453,423.43487548828125
202.39080810546875,421.35198974609375
206.01455688476562,424.0203552246094
203.3092041015625,424.72100830078125
202.6004180908203,424.3755187988281
199.01663208007812,424.9034118652344
196.65069580078125,425.9591979980469
198.70713806152344,427.2358093261719
201.53225708007812,428.0133056640625
199.1563720703125,429.0211486816406
194.24485778808594,426.2088317871094
190.072021484375,421.5439453125
197.6389923095703,422.19659423828125
207.80145263671875,425.55609130859375
219.2017822265625,429.2994689941406
217.55459594726562,429.98101806640625
221.74740600585938,430.8832702636719
220.29991149902344,428.33966064453125
225.97007751464844,432.1694030761719
226.48919677734375,434.0699157714844
223.5038299560547,433.4268493652344
224.06298828125,433.6571960449219
223.61366271972656,434.9913635253906
228.07672119140625,434.8857727050781
226.26954650878906,433.3308410644531
223.04452514648438,432.8028869628906
221.4270477294922,430.9504089355469
224.4324188232422,427.55255126953125
221.1774444580078,428.6468200683594
222.07603454589844,426.3336181640625
223.06451416015625,429.8946228027344
222.07603454589844,429.2131042480469
218.66134643554688,425.0321350097656
210.80349731445312,417.945068359375
212.13143920898438,417.5502624511719
219.0707244873047,421.6234130859375
224.47232055664062,426.7461242675781
220.46852111816406,427.4490661621094
216.26504516601562,426.22613525390625
206.66993713378906,417.6369323730469
204.85272216796875,418.33984375
206.83966064453125,413.2267761230469
207.0992431640625,418.13763427734375
197.01486206054688,412.7453308105469
204.1937255859375,417.0399169921875
206.67990112304688,418.77313232421875
210.42408752441406,422.3937072753906
207.98788452148438,421.6234130859375
206.62997436523438,418.5709228515625
206.39035034179688,417.54058837890625
209.06619262695312,419.042724609375
217.12371826171875,426.0913391113281
218.2819366455078,429.33636474609375
221.87632751464844,430.60736083984375
222.55532836914062,433.92950439453125
220.68820190429688,435.6338195800781
226.569091796875,436.77008056640625
226.90853881835938,436.3175048828125
231.30174255371094,438.657470703125
246.78775024414062,439.0522155761719
244.1318817138672,437.1071472167969
249.02432250976562,441.32470703125
255.27462768554688,442.22021484375
257.8706359863281,442.98089599609375
263.6017150878906,444.7718811035156
265.56866455078125,447.48736572265625
297.5491638183594,449.5961608886719
297.0599060058594,451.15606689453125
307.5636901855469,451.541259765625
306.0959777832031,450.0487060546875
294.1344299316406,446.42822265625
303.4300537109375,446.57257080078125
303.4300537109375,449.94281005859375
299.7856750488281,450.0968933105469
301.5629577636719,451.87823486328125
292.157470703125,450.78057861328125
316.26019287109375,452.3116455078125
329.3399353027344,451.5027770996094
319.0657958984375,450.2316589355469
316.96905517578125,450.8287048339844
326.2347106933594,452.03240966796875
314.5428466796875,441.95062255859375
333.243896484375,447.3717956542969
326.25469970703125,438.66705322265625
313.90234375,433.794677734375
320.8025207519531,440.4388122558594
306.4928894042969,436.60638427734375
299.94219970703125,441.77728271484375
323.80816650390625,450.9153747558594
317.8067626953125,452.109375
304.46575927734375,449.0569763183594
301.5499572753906,453.2840881347656
281.20892333984375,449.2687683105469
282.9664306640625,446.1777648925781
304.15625,453.14935302734375
283.4657287597656,449.1531982421875
277.6141052246094,444.3729248046875
276.7952575683594,439.64776611328125
290.3359375,447.4554748535156
293.5812683105469,451.9294738769531
295.9778747558594,454.7413635253906
309.00933837890625,461.17694091796875
302.7881774902344,460.800048828125
299.582763671875,461.3895263671875
295.4386291503906,460.114013671875
293.691162109375,458.9544372558594
300.7810363769531,461.6117858886719
292.4828796386719,461.4571533203125
275.64691162109375,452.5962219238281
281.3786926269531,452.1710205078125
272.0819396972656,450.38336181640625
273.6098327636719,449.8228759765625
